,Unnamed: 0,vender,url,product,description,image,price,live,quantity,prices
101,29,Cannon Keys,https://cannonkeys.com/products/gateron-oil-king-linear-switch?_pos=8&_fid=c30b97400&_ss=c,Gateron Oil King Linear Switch,"CannonKeys is proud to offer Gateron Oil King Linear Switches! The Gateron Oil King Linear Switch is an all black linear switch manufactured by Gateron. This switch utilizes Gateron's proprietary Ink material for the bottom housing and features light lube, a 20mm spring, and 65g bottom out.  Like the color and material",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/CK031722-205-Edit_ab15d188-1c93-4be2-962f-d5da13d59c57_1200x1200.jpg?v=1652229585,$45.50,True,70,
102,30,Cannon Keys,https://cannonkeys.com/products/switch-sample-packs?_pos=1&_fid=c30b97400&_ss=c,Switch Sample Packs,"CannonKeys is proud to offer Switch Sample Packs! Have you been wanting to try out some new switches? Switch Sample Packs are now available for our light linear, heavy linear, and tactile switch offerings.",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/DSC01444-Edit_1200x1200.png?v=1677270709,$8.00,True,Light Linears,
103,31,Cannon Keys,https://cannonkeys.com/products/sp-star-sacramento-switch?_pos=33&_fid=c30b97400&_ss=c,SP-Star Sacramento Linear Switch,"CannonKeys is proud to offer SP-Star Sacramento Linear Switches! The Sacramento Switches are linear switches produced by SP-Star. This standard switch features a full nylon housing and is comparable to SP-Star's Meteor line, with the exception of a 62g spring weight and no factory lube. Like the color and materials but",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/CK121021-211-Edit_7fd9f190-9630-4fe2-9ef3-375debec3dd9_1200x1200.jpg?v=1639436797,$40.60,True,70,
104,32,Cannon Keys,https://cannonkeys.com/products/mm-switch-top-housings?_pos=43&_fid=c30b97400&_ss=c,MM Switch Top Housings,"MM Switch Top Housings are part of the MM Switch Series, a series of custom linear switch parts manufactured by JWK available in several materials and colors!",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/tops-combo_1200x1200.png?v=1662657373,$7.50,True,Pink | Modified POM,
105,33,Cannon Keys,https://cannonkeys.com/products/seal-linear-switch-by-minterly?_pos=47&_fid=c30b97400&_ss=c,Seal Linear Switch by Minterly,"In collaboration with Minterly, we're happy to bring you a new heavy linear switch from JWK! These switches were designed by Minterly to match her perferences (heavy spring!) and produced by JWK. We're happy to be offering you these great looking switches! Like the color and materials but want to customize the feel and",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/seal-hero-3_1200x1200.png?v=1637190060,$42.00,True,70,
106,34,Cannon Keys,https://cannonkeys.com/products/lilac-linear-switch?_pos=51&_fid=c30b97400&_ss=c&variant=32215362633839,Lilac Linear Switch,"CannonKeys is pleased to offer new Lilac Linear Switches! Lilac linears are a fairly standard Durock linear switch, with a lovely color scheme. If you're looking for a something simple and smooth, these are a great option! Very comparable to Alpaca and Banana Split switches. Like the color and materials but want to cus",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/lilac-linear-hero-v3_1200x1200.png?v=1637190179,$60.50,True,70,
107,35,Cannon Keys,https://cannonkeys.com/products/gateron-pro-milky-yellow-1-0-linear-switch?_pos=25&_fid=c30b97400&_ss=c,Gateron Pro Milky Yellow 1.0 Linear Switch,"The Gateron Pro Milky Yellow 1.0 Linear Switch features a familiar look, and improves on the original thanks to a newer mold and some light factory lube!",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/gat-milky-yellow-hero_1_1200x1200.png?v=1665784010,$16.80,True,70,
108,36,Cannon Keys,https://cannonkeys.com/products/gateron-pro-north-pole-linear-switch?_pos=9&_fid=c30b97400&_ss=c,Gateron Pro North Pole V2 Linear Switch,The Gateron Pro North Pole V2 Linear Switch features a clear polycarbonate top and bottom housing paired with a Gateron's proprietary Ink v2 stem!,http://cdn.shopify.com/s/files/1/0238/7342/1376/products/DSC6111_5e885a1f-d676-474e-9351-20ce39bac5ba_1200x1200.png?v=1658437590,$47.60,True,70,
109,37,Cannon Keys,https://cannonkeys.com/products/coffee-chip-ice-cream-switch?_pos=7&_fid=c30b97400&_ss=c,Coffee Chip Ice Cream Tactile Switch,CannonKeys is pleased to offer new Coffee Chip Ice Cream Tactile Switch! These switches are produced by Tecsee and feature a PME housing and POM stem. PME is a unique plastic blend that Tecsee has developed which gives the switch a distinctive sound.These switches feature 68g springs to give a tactile Holy Panda-like f,http://cdn.shopify.com/s/files/1/0238/7342/1376/products/hero-coffee-v2_1200x1200.png?v=1637190194,$32.90,True,70,
110,38,Cannon Keys,https://cannonkeys.com/products/blue-macaw-silent-tactile-switch?_pos=29&_fid=c30b97400&_ss=c,Blue Macaw Silent Tactile Switch,CannonKeys is proud to offer Blue Macaw Silent Tactile Switches! The Blue Macaw Silent Tactile Switch uses a moyu black like bottom housing with a T1 like stem. This pre-lubed switch is manufactured by Durock ﻿and is fantastic option for anyone who wants a tactile feel that produces minimal sound. Like the color and ma,http://cdn.shopify.com/s/files/1/0238/7342/1376/products/macaw-new_1200x1200.png?v=1648782292,$52.50,True,70,
111,39,Cannon Keys,https://cannonkeys.com/products/chocolate-toffee-linear-switch?_pos=12&_fid=c30b97400&_ss=c,Chocolate Toffee Linear Switch,"The Chocolate Toffee Linear Switch is produced by Tecsee and features full nylon housing, POM stem, and a 63.5g two-stage spring.",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/ChocolateToffeeHero_1_1_1200x1200.png?v=1665768615,$42.00,True,70,
112,40,Cannon Keys,https://cannonkeys.com/products/cherry-mx-red-linear-switch?_pos=20&_fid=c30b97400&_ss=c,Cherry MX Red Hyperglide Linear Switch,Cherry MX Hyperglide Red linear switch.,http://cdn.shopify.com/s/files/1/0238/7342/1376/products/cherry-red-hero_7776c93c-b9d3-4178-bc8d-3b61beedae99_1200x1200.png?v=1658514284,$26.60,True,70,
113,41,Cannon Keys,https://cannonkeys.com/products/aeboards-raed-linear-switch-r2?_pos=23&_fid=c30b97400&_ss=c,AEBoards Raed Linear Switch R2 (40),"The Raed switch is a linear version of the Naevy tactile switch by AEBoards. A bespoke creation for the community, the latest version features a custom PME blend.",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/RaedsR2_1200x1200.png?v=1658438214,$18.00,True,,
114,42,Cannon Keys,https://cannonkeys.com/products/cherry-mx-black-linear-switch?_pos=48&_fid=c30b97400&_ss=c,Cherry MX Black Hyperglide Linear Switch,Cherry MX Hyperglide Black linear switch.,http://cdn.shopify.com/s/files/1/0238/7342/1376/products/cherry-black-hero_1200x1200.png?v=1627079941,$26.60,True,70,
115,43,Cannon Keys,https://cannonkeys.com/products/aeboards-naevy-tactile-switch-r2?_pos=24&_fid=c30b97400&_ss=c,AEBoards Naevy Tactile Switch R2 (40),"Naevy R2 tactile switch by is the latest version by AEBoards, updated with new materials and other improvements. Available only in packs of 40.",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/Naevies_1200x1200.png?v=1658438272,$18.00,True,,
116,44,Cannon Keys,https://cannonkeys.com/products/gateron-baby-kangaroo-tactile-switch?_pos=14&_fid=c30b97400&_ss=c,Gateron Baby Kangaroo Tactile Switch,The Baby Kangaroo Switch is the newest tactile addition from Gateron! This switch is RGB-friendly and features a bump that comes in at 0.5mm.,http://cdn.shopify.com/s/files/1/0238/7342/1376/products/DSC07752_1200x1200.jpg?v=1662589366,$42.00,True,70,
117,45,Cannon Keys,https://cannonkeys.com/products/magnus175-by-smith-and-rune-coming-soon,Magnus175 by Smith and Rune,"Magnus175 - Designed by Smith + Rune - A top-mount dampened leaf spring mounted 75% from the designers behind the Iron Series! Group Buy on Feb 25th, 10AM ET - 12PM ET.",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/11-HR_1200x1200.jpg?v=1661208132,,True,,
118,46,Cannon Keys,https://cannonkeys.com/products/neapolitan-ice-cream-switch?_pos=6&_fid=c30b97400&_ss=c,Neapolitan Ice Cream Tactile Switch,"The Neapolitan switch was crafted with our own custom bottom housing mold to mimic the feel of a Zyko switch - a popular Frankenstein switch made from a Zealio v2 bottom, panda top, and halo stem. While the Neapolitan doesn’t feel exactly like a Zyko switch - it’s pretty close! And you don’t need to buy more than one switch to get your Zyko-like feeling!",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/neapolitan-hero-new_1200x1200.png?v=1627080230,$49.00,True,70,
119,47,Cannon Keys,https://cannonkeys.com/products/durock-cerulean-switch?_pos=41&_fid=c30b97400&_ss=c,Cerulean Tactile Switch by Durock,"Durock Cerulean is a tactile switch featuring blue-tinted full nylon housing, which highlights the internal gold accents. An appealing new look with a familiar and reliable MX clear-like tactile stem. Sold in packs of 70, 90, and 110.",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/cerulean-new_1200x1200.png?v=1648782550,$45.50,True,70,
120,48,Cannon Keys,https://cannonkeys.com/products/coral-silent-linear-switch?_pos=28&_fid=c30b97400&_ss=c,Coral Silent Linear Switch,"CannonKeys is proud to offer Coral Silent Linear Switches! The Coral Silent Linear Switch is a beautifully colored silent linear switch manufactured by Durock. This switch comes pre-lubed and features a translucent PC top and nylon bottom housing, along with a POM stem. If you're looking something smooth and quiet, the",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/coral-new_1200x1200.png?v=1648782299,$52.50,True,70,
121,49,Cannon Keys,https://cannonkeys.com/products/mekanisk-ultramarine-v2-linear-switch?_pos=21&_fid=c30b97400&_ss=c,Mekanisk Ultramarine V2 Linear Switch,The Mekanisk Ultramarine V2 Linear Switch is a nylon top and polyamide bottom housed switch manufactured by Durock. These switches feature a P3 stem.,http://cdn.shopify.com/s/files/1/0238/7342/1376/products/Ultramarine_1200x1200.png?v=1658436832,$46.20,True,70,
122,50,Cannon Keys,https://cannonkeys.com/products/aeboards-blaeck-linear-switch?_pos=22&_fid=c30b97400&_ss=c,AEBoards Blaeck Linear Switch (40),The Blaeck Switch by AEBoards is a black linear version of Naevy.,http://cdn.shopify.com/s/files/1/0238/7342/1376/products/BlaeckSwitch_1200x1200.png?v=1658437688,$18.00,True,,
123,51,Cannon Keys,https://cannonkeys.com/products/cherry-blossom-linear-switch?_pos=30&_fid=c30b97400&_ss=c,Cherry Blossom Linear Switch,CannonKeys is proud to offer Cherry Blossom Linear Switches! The Cherry Blossom Linear Switch is a full POM linear switch manufactured by Durock. The housing is paired with a P3 stem and 65g spring weight for a smooth experience.  Like the color and materials but want to customize the feel and sound? Check out our slow,http://cdn.shopify.com/s/files/1/0238/7342/1376/products/blossom-new_1200x1200.png?v=1648782308,$49.00,True,70,
124,52,Cannon Keys,https://cannonkeys.com/products/gateron-cap-golden-yellow-v2?_pos=36&_fid=c30b97400&_ss=c&variant=40633759989871,Gateron Cap Golden Yellow V2 Linear Switch,"This new batch of Gateron Cap V2 switches use a newer mold that reduces stem wobble, while still using the unique hollow stem and long spring from the V1.",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/gat-cap-gold-hero_994d9981-e5ed-4273-baf5-afbfb6d66e02_1200x1200.png?v=1634866603,$43.20,True,70,
125,53,Cannon Keys,https://cannonkeys.com/products/blush-light-tactile-switch?_pos=5&_fid=c30b97400&_ss=c,Blush Light Tactile Switch,Blush Lights feature a lovely pink-red tinted housing paired with a POM stem. Comes pre-lubed with a two-staged spring.,http://cdn.shopify.com/s/files/1/0238/7342/1376/products/DSC09583-Edit_1200x1200.jpg?v=1675361952,$45.50,True,70,
126,54,Cannon Keys,https://cannonkeys.com/products/box-crystal-pink-switch?_pos=46&_fid=c30b97400&_ss=c&variant=39274394321007,Kailh BOX Crystal Pink Clicky Switch,"CannonKeys is proud to offer Kailh BOX Crystal Pink tactile switches! Available in quantities of 70, 90, and 110.",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/box-pink-hero_1200x1200.png?v=1626918412,$40.50,True,70,
127,55,Cannon Keys,https://cannonkeys.com/products/korbs-switches-by-tiny?_pos=32&_fid=c30b97400&_ss=c,Korbs Linear Switches by Tiny,"In collaboration with TinyMakesThings, we're happy to bring you a new cute linear switch from Durock! These switches were designed by Tiny to pair perfectly with her Korby artisans and are produced by Durock. We're happy to be offering you these cute and bubbly switches! Like the color and materials but want to customi",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/korbs-new_1200x1200.png?v=1648782479,$45.50,True,70,
128,0,DangKeebs,https://dangkeebs.com/collections/switches/products/strawberry-v2,Strawberry V2,"Strawberry V2's are a sweet premium linear inspired by bright berries. They're composed of a clear top housing, transperant pink bottom housing, and pink POM stem allowing for improved RGB transmittance. Additionally, the switches are lightly pre-lubed with an improved factory lubing technique to ensure they're ready t",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0126-2_1200x1200.jpg?v=1633755618,$4.00,False,Quantity 1 = 10 switches.,
129,1,DangKeebs,https://dangkeebs.com/collections/switches/products/banana-milk-linear,[Pre-Order] Banana Milk - Linear,"Banana Milk Linears are inspired by another creamy childhood treat made by infusing banana into milk. Similar to their inspiration, the switches are sure to provide creamy acoustics with minimal modifications. They're also intended to be a V2 to our beloved Blue Velvet Switches from 2021. Several improvements have been",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2759_2-2_1200x1200.jpg?v=1667370889,$6.20,True,Quantity 1 = 10 switches.,
130,2,DangKeebs,https://dangkeebs.com/collections/switches/products/durock-daybreak,Durock Daybreak,Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Silent Linear 4.0mm travel Stem: POM  Top Housing: Polycarbonate Bottom Housing: Nylon Spring: Gold plated 67g (bottom out) PCB mount (5 pin) Lightly pre-lubed,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0319_1200x1200.jpg?v=1614999523,$8.00,False,Quantity 1 = 10 switches.,
131,6,DangKeebs,https://dangkeebs.com/collections/switches/products/cherry-hyperglide-red,Cherry Hyperglide - Red,"Hyperglide Cherry Reds were announced during CES 2020. These switches feature Cherry's new 'Hyperglide' tooling. The result of this new tooling is increased smoothness, tighter tolerances, and an increased service life of &gt;100million actuations. Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specificat",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0874_1ab85c68-ca45-4022-8e84-f28b17cfcb76_1200x1200.jpg?v=1620788646,$4.50,False,Quantity 1 = 10 switches.,
132,7,DangKeebs,https://dangkeebs.com/collections/switches/products/gateron-black,Gateron Black,"Gateron Blacks are excellent linear switches. They feature all of the community acclaimed properties of Gateron Yellows with a slightly heavier spring weight. A little lube, and some films will make these perfect for any build.  Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Linear 4.0mm t",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_8204-2_1200x1200.jpg?v=1602993583,$2.40,False,Quantity 1 = 10 switches.,
133,8,DangKeebs,https://dangkeebs.com/collections/switches/products/strawberry-milk-ice-tactile,Strawberry Milk Ice - Tactile,"Strawberry Milk Ice are the sequel to our beloved Strawberry Milk Switches. Inspired by the countless iced drinks we've had this summer - these switches feature a fully transperant housing composed of a new formula developed in collaboration with Tecsee called Ultra Clear (UC) Nylon, and a matching collectible milk bot",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_3070_1200x1200.jpg?v=1677395633,$7.00,False,Quantity 1 = 10 switches.,
134,11,DangKeebs,https://dangkeebs.com/collections/switches/products/lila-switch,Lila Switch,Switches are sold in packs of 10.Quantity 1 = 10 switches.Specifications: Linear Top Housing: Nylon Bottom Housing: Nylon Blend Stem: LY Blend  67g bottom-out force  Extended spring 3.7mm travel / 2.0m actuation 5 Pin (PCB mount) UN-lubed from factory Manufactured by JWK Designed by Aregs Keyboard    Sound test:    Int,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/LilaCover_5ffa197f-2f52-4b34-91f2-931dfb234de1_1200x1200.jpg?v=1672611305,$7.30,False,Quantity 1 = 10 switches.,
135,12,DangKeebs,https://dangkeebs.com/collections/switches/products/zealpc-zealios-65g,ZealPC Zealios V2 - 65g,Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Tactile 65g bottom out Clear housing 5 pin  UNLUBED from factory,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_9184_1200x1200.jpg?v=1606787674,$11.00,False,Quantity 1 = 10 switches.,
136,13,DangKeebs,https://dangkeebs.com/collections/switches/products/durock-pom-linear-63-5g,Durock Pom Linear - 63.5g,Durock POM Linears utilize a proprietary POM blend in both the housing and stem of the switch. This unique material provides deeper acoustic properties without sacrificing the smooth feel of Durock switches.    Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Linear 4.0mm travel Stem: POM bl,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_9825-3_1200x1200.jpg?v=1612226793,$7.00,False,Quantity 1 = 10 switches.,
137,15,DangKeebs,https://dangkeebs.com/collections/switches/products/gateron-milky-clear,Gateron Milky Clear,"Gateron Milky Clears are excellent linear switches. They feature all of the community acclaimed properties of Gateron Milky Yellows with a slightly lighter spring weight. A little lube, and some films will make these perfect for any build.  Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Li",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_9951_1200x1200.jpg?v=1630215537,$2.40,False,Quantity 1 = 10 switches.,
138,16,DangKeebs,https://dangkeebs.com/collections/switches/products/wuque-studio-aurora-fog,Wuque Studio Aurora - Fog,"Wuque Studio Aurora Switches were originally made to complement the Ikki68 Aurora R2. The Fog/Pink/Blue variants feature the classic combination of polycarbonate top housing, nylon bottom housing, and POM stem. The Clear variant features the same top housing and stem, but an UHMWPE bottom housing.    Switches are sold ",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/AuroraFogSwitchCover_1200x1200.jpg?v=1666165442,$5.00,False,Quantity 1 = 10 switches.,
139,20,DangKeebs,https://dangkeebs.com/collections/switches/products/ttc-golden-brown,TTC Golden Brown,TTC Golden Brown's are a light tactile with slightly more tactility than a traditional brown switch.  Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Tactile 4mm travel 55g actuation / 63g bottom out Lightly lubed 3 Pin,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_9885-3_1200x1200.jpg?v=1627438539,$5.00,False,Quantity 1 = 10 switches.,
140,21,DangKeebs,https://dangkeebs.com/collections/switches/products/durock-linear-78g,Durock Linear - 78g,Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Linear 4.0mm travel Stem: POM  Top Housing: Polycarbonate Bottom Housing: Nylon Spring: Gold plated 78g (bottom out) PCB mount (5 pin) Lightly pre-lubed,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0370-3_1200x1200.jpg?v=1614998855,$5.50,False,Quantity 1 = 10 switches.,
141,23,DangKeebs,https://dangkeebs.com/collections/switches/products/gateron-cj,Gateron CJ,"Gateron CJ's are smooth linears inspired by French hydrangea flowers. These beautiful deep indigo switches feature a top housing composed of the same material as Gateron's acclaimed INK series, a POM stem, and a POM bottom housing.    Switches are sold in packs of 10. Quantity of 1 = 10 switches.Specifications: Linear ",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0077_1200x1200.jpg?v=1632696508,$6.10,False,Quantity of 1 = 10 switches.,
142,24,DangKeebs,https://dangkeebs.com/collections/switches/products/ktt-rose-1,KTT Rose,"KTT Roses feature a progressive spring and chic Rose Pink housing. Made with a brand new mold, these switches are sure to provide a buttery smooth typing experience at an affordable price.  Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Linear Top Housing: Polycarbonate Bottom Housing: Nyl",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_9586-2_1200x1200.jpg?v=1623291448,$2.70,False,Quantity 1 = 10 switches.,
143,26,DangKeebs,https://dangkeebs.com/collections/switches/products/ttc-bluish-white,TTC Bluish White,"TTC Bluish Whites are a unique tactile switch featuring a double coil long spring, mute bottom, and dust proof stem. The double coil spring allows for a very satisfying, snappy typing experience. While the silicone dampener located in the stem pole cavity helps reduce the bottom-out noise. The dust proof stem assures p",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0543-2_1200x1200.jpg?v=1616638037,$5.00,False,Quantity 1 = 10 switches.,
144,29,DangKeebs,https://dangkeebs.com/collections/switches/products/wuque-studio-aurora-clear,Wuque Studio Aurora - Clear,"Wuque Studio Aurora Switches were originally made to complement the Ikki68 Aurora R2. The Fog/Pink/Blue variants feature the classic combination of polycarbonate top housing, nylon bottom housing, and POM stem. The Clear variant features the same top housing and stem, but an UHMWPE bottom housing.    Switches are sold ",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/AuroraClearSwitchCover_1200x1200.jpg?v=1666165410,$5.00,False,Quantity 1 = 10 switches.,
145,30,DangKeebs,https://dangkeebs.com/collections/switches/products/sp-star-meteor-orange,SP-Star Meteor Orange,"SP-Star Meteor Orange is a light tactile from SP-Star inspired by the gray fusion crust on meteorites resulting from their high velocity decent into our atmosphere. These switches are as exciting as their inspiration. They feature a nylon housing, gold plated spring, and POM stem. They're lightly pre-lubed and ready to",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2546_1200x1200.jpg?v=1663129403,$5.50,False,Quantity 1 = 10 switches.,
146,31,DangKeebs,https://dangkeebs.com/collections/switches/products/jwick-nylon-t1,Jwick Nylon T1,"Jwick Nylon T1's offer JWK quality at an affordable price and feature a full nylon housing, and POM stem. They're also lightly pre-lubed and ready to go!   Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Tactile Stem: POM  Top Housing: Nylon Bottom Housing: Nylon Spring: 67g bottom out PCB ",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_1998_1200x1200.jpg?v=1655080226,$3.00,False,Quantity 1 = 10 switches.,
147,32,DangKeebs,https://dangkeebs.com/collections/switches/products/jwick-ice-white,Jwick Ice White,"Jwick Ice Whites are part of JWK's budget line of switches. These switches offer JWK quality at an affordable price and feature the classic combination of polycarbonate top housing, PA66 bottom housing, and POM stem. In terms of spring weight, they're the lightest currently offered in Jwick's linear line-up. They're al",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_1978_1200x1200.jpg?v=1655079131,$2.30,False,Quantity 1 = 10 switches.,
148,33,DangKeebs,https://dangkeebs.com/collections/switches/products/jwick-taro,Jwick Taro,"Jwick Taros feature T1 tactility in a creamy colorway inspired by a tropical plant. They utilize new molds to minimize housing and stem wobble, and a dustproof stem to extend longevity.    Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Tactile Stem: POM  Top Housing: Polycarbonate Bottom H",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2356_1200x1200.jpg?v=1662860506,$5.50,False,Quantity 1 = 10 switches.,
149,37,DangKeebs,https://dangkeebs.com/collections/switches/products/durock-silent-t1,Durock Silent T1 (Shrimp),"Durock Silent T1's are the silent version of Durock's popular T1 switch. They feature a turquoise housing, white stem, and silencing ring to mitigate sound. Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Silent Tactile 4.0mm travel Stem: POM with silencing ring Top Housing: Polycarbonate B",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_9899-2_1200x1200.jpg?v=1628396859,$7.00,False,Quantity 1 = 10 switches.,
150,41,DangKeebs,https://dangkeebs.com/collections/switches/products/durock-dolphin,Durock Dolphin,Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Silent Linear 4.0mm travel Stem: POM  Top Housing: Polycarbonate Bottom Housing: Nylon Spring: Gold plated 62g (bottom out) PCB mount (5 pin) Lightly pre-lubed,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_0326-2_1200x1200.jpg?v=1615000620,$7.00,False,Quantity 1 = 10 switches.,
151,42,DangKeebs,https://dangkeebs.com/collections/switches/products/musetsu,Musetsu,"Musetsu's are one half of a new pairing of switches from Qwertyqop featuring custom springs, new exterior designs as well as new material blends. Originally planned for a winter release, these switches were given the names Musetsu (""Snow Fog"") and Hoshizora (""Starry Night"") respectively. Switches are sold in packs of 1",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_1637_1200x1200.jpg?v=1651443022,$7.50,False,Quantity 1 = 10 switches.,
152,43,DangKeebs,https://dangkeebs.com/collections/switches/products/durock-lupine,Durock Lupine,"Durock Lupines are a new linear mold from Durock. They feature a box style stem, kailh-style latches, and gold plated dual stage spring.    Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Linear 4.0mm travel Stem: POM Top Housing: Polycarbonate Bottom Housing: Nylon Spring: Gold plated 62g ",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_1276-2_Final_1200x1200.jpg?v=1643843386,$7.00,False,Quantity 1 = 10 switches.,
153,44,DangKeebs,https://dangkeebs.com/collections/switches/products/jwick-ultimate-black,Jwick Ultimate Black,"Jwick Ultimate Blacks offer JWK quality at an affordable price and feature the classic combination of polycarbonate top housing, PA66 bottom housing, and POM stem. They're also lightly pre-lubed and ready to go!   Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Linear Stem: POM  Top Housing",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2010_1200x1200.jpg?v=1655079950,$3.00,False,Quantity 1 = 10 switches.,
154,45,DangKeebs,https://dangkeebs.com/collections/switches/products/novelkeys-x-kailh-box-jade,Novelkeys x Kailh Box Jade,Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Clicky 3.6mm travel 50g actuation / 60g bottom out 3 pin  UNLUBED from factory,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_8888_1200x1200.jpg?v=1605052390,$3.50,False,Quantity 1 = 10 switches.,
155,46,DangKeebs,https://dangkeebs.com/collections/switches/products/viola-tricolor,Viola Tricolor,"Inspired by flowers, Viola Tricolors from Moyu Studio are an absolute beauty!Manufactured by Haimu, the Viola Tricolor Tactile has a lilac bottom with transparent PC top housing to better support RGB. 63.5g double-staged gold plated springs give the switch a very snappy, but light and comfortable typing experience.    ",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/ViolaCover_1200x1200.jpg?v=1672613276,$6.60,False,Quantity 1 = 10 switches.,
156,48,DangKeebs,https://dangkeebs.com/collections/switches/products/builtbynim-bbn-tactile-switch,BuiltByNim (BBN) Tactile Switch,BuiltByNim Tactile Switches are specifically designed and manufactured to incorporate a unique sound profile and feel.   Switches are sold in packs of 10. Quantity 1 = 10 switches.  Specifications: Tactile Stem: Polyoxymethylene (POM) lengthened stem Top Housing: Custom nylon blend BBN top housing Bottom Housing: Polyc,http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_2564_1200x1200.jpg?v=1663388135,$7.50,False,Quantity 1 = 10 switches.,
157,49,DangKeebs,https://dangkeebs.com/collections/switches/products/s1-peaches,S1 V2 - Peaches,"S1 V2 - Peaches marks KTECHS's first foray into custom mechanical switches. S1 V2 was created with the intention of pushing a clean, balanced, and pleasant sounding switch into the market coupled with elements of modern-day switch preferences. The HPE top housing prevents a sharp top-out while a proprietary blended bot",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/S1-Peach-2_1200x1200.jpg?v=1664690191,$6.50,False,Quantity 1 = 10 switches.,
158,52,DangKeebs,https://dangkeebs.com/collections/switches/products/tecsee-jadeite,Tecsee Jadeite,"Tecsee Jadeites feature UHMWPE in both the top housing and stem. UHMWPE is a unique material with a lower coefficient of friction than POM. It's a softer material that's self-lubricating, and highly resistant to abrasion. These distinct properties result in a smooth typing experience with a particularly soft top-out so",http://cdn.shopify.com/s/files/1/0064/2560/8282/products/IMG_1283_1200x1200.jpg?v=1643841150,$5.70,False,Quantity 1 = 10 switches.,
